model,window,regime,split,wheel,state,bin_kind,bin_center,n,rmse_norm,rmse_phys
ssm,16,S1_train,cross_subset,4,gamma,overall,,2794869,0.07054312415159508,5.841428639944811
ssm,16,S1_train,cross_subset,4,zx,overall,,2794869,0.043246339211951784,1.3245196068569706e-05
ssm,16,S1_train,cross_subset,4,zy,overall,,2794869,0.0976297179501606,2.0335437165986026e-05
ssm,16,S1_train,cross_subset,4,omega_z_derived,overall,,2794869,0.06958648641608622,0.6267453730840834
ssm,16,S1_train,cross_subset,1,gamma,slip,0.005,652526,0.06017139607009842,4.982581991488104
ssm,16,S1_train,cross_subset,1,gamma,slip,0.02,718386,0.05102019564243525,4.224803219754265
ssm,16,S1_train,cross_subset,1,gamma,slip,0.065,1154836,0.05956285253582364,4.932190638605877
ssm,16,S1_train,cross_subset,1,gamma,slip,0.2,218683,0.1193877645035268,9.88608149439632
ssm,16,S1_train,cross_subset,1,gamma,slip,0.65,44347,0.13686784629948823,11.333545705551126
ssm,16,S1_train,cross_subset,1,gamma,slip,1.5,6091,0.19136283475072338,15.846084279035304
ssm,16,S1_train,cross_subset,1,zx,slip,0.005,652526,0.03945902628617506,1.208524325752571e-05
ssm,16,S1_train,cross_subset,1,zx,slip,0.02,718386,0.04567088280352349,1.3987768590441252e-05
ssm,16,S1_train,cross_subset,1,zx,slip,0.065,1154836,0.04892675385126573,1.498495471849475e-05
ssm,16,S1_train,cross_subset,1,zx,slip,0.2,218683,0.06193923205285819,1.897032838915553e-05
ssm,16,S1_train,cross_subset,1,zx,slip,0.65,44347,0.07869525078595646,2.4102248292815437e-05
ssm,16,S1_train,cross_subset,1,zx,slip,1.5,6091,0.07505310616232852,2.298675690555057e-05
ssm,16,S1_train,cross_subset,1,zy,slip,0.005,652526,0.1052385857615582,2.192029845316249e-05
ssm,16,S1_train,cross_subset,1,zy,slip,0.02,718386,0.09355761875126012,1.9487252814425e-05
ssm,16,S1_train,cross_subset,1,zy,slip,0.065,1154836,0.0942416473089571,1.962973011858508e-05
ssm,16,S1_train,cross_subset,1,zy,slip,0.2,218683,0.1313065651932041,2.735003592571269e-05
ssm,16,S1_train,cross_subset,1,zy,slip,0.65,44347,0.13984246229246192,2.9127990379758066e-05
ssm,16,S1_train,cross_subset,1,zy,slip,1.5,6091,0.11092975099212837,2.310571959789704e-05
ssm,16,S1_train,cross_subset,1,omega_z_derived,slip,0.005,652526,0.05821809902325892,0.5243535932305199
