controller,finalized,trajectory,mode,seed,sensor_noise,ok,tracking,ce,chatter,est_rmse_vx,est_rmse_vy,est_rmse_psidot,est_rmse_psi,est_rmse_X,est_rmse_Y,est_rmse_pos,est_rmse_heading,ctrl_rmse_vx,ctrl_rmse_vy,ctrl_rmse_psidot,ctrl_rmse_psi,ctrl_rmse_pos,ctrl_rmse_heading,ctrl_pos_final,ctrl_head_final
pid,true,coupled_vomega,pose,42,realistic,true,4.237871478352517,47.40922981516134,0.6906847379369279,0.06740789132785159,0.04027087903850489,0.017494315304328472,0.01374532907457776,0.02515285776216935,0.02356207594515283,0.0344650210568494,0.01374532907457776,0.16305325345724994,0.13876592109578034,0.20865076686262143,0.14383319387790247,0.32702590712697405,0.14383319387790247,0.0063022028119296865,0.05062618194531332
pid,true,coupled_vomega,pose,43,realistic,true,6.347857652844617,51.847958173050365,0.6285201980211481,0.10052140083021785,0.058576765739666255,0.03964408850969852,0.013222683472535883,0.02412127989975808,0.02118985498310631,0.03210679208839694,0.013222683472535883,0.21450155794941847,0.22815683210564605,0.2345768294279128,0.23294603314006684,0.5697949631090659,0.23294603314006684,0.02504249579546633,0.060498767744695314
pid,true,coupled_vomega,pose,44,realistic,true,4.848888219560303,49.429645679754366,0.6737133600632585,0.07853897711015707,0.057767858473303534,0.01581470342669233,0.010761382399409583,0.030583364364291814,0.02409900877379954,0.03893718530811776,0.010761382399409583,0.17242973643689813,0.1742423482672586,0.23947990185343895,0.17004768298213876,0.40248455206357814,0.17004768298213876,0.02299817071044111,0.03205439368071961
pid,true,coupled_vomega,pose,45,realistic,true,6.362606014990953,48.908228857724175,0.6655816802532442,0.07491225300178393,0.0464923584387332,0.052299666635436975,0.011141729516292874,0.022482295530040844,0.022162870970990525,0.03156970798054472,0.011141729516292874,0.17161265999441552,0.17335851981729494,0.29942879866716676,0.19691217807275146,0.4197908479206396,0.19691217807275146,0.008812767961490636,0.0927696298851579
pid,true,coupled_vomega,pose,46,realistic,true,4.482485242105979,48.13298175940069,0.6832062076037889,0.06939529678634097,0.04543578156238998,0.020907405721174353,0.013055036358097608,0.022471055171066238,0.026628322362682623,0.03484273055247029,0.013055036358097608,0.16227643380787188,0.15517861657587406,0.2128149383604117,0.1468517791077195,0.38200240931187684,0.1468517791077195,0.053017078508606645,0.003631400653423711
pid,true,spiral_orbit,pose,42,realistic,true,7.830669120461213,55.23052336527811,0.742504743070955,0.022412209575385405,0.028638444218054993,0.009008308501330402,0.011299867308313246,0.02452619898722784,0.023094316935251512,0.03368800842238883,0.011299867308313246,0.1658858794040219,0.15881486951971915,0.1720771927288846,0.08689642565295283,0.12681351682238204,0.08689642565295283,0.17267274428417292,0.09619712961971416
pid,true,spiral_orbit,pose,43,realistic,true,5.710861978604019,54.23846244973094,0.7495779629395208,0.02990132515756832,0.02742161856618779,0.02009609225554365,0.013180650971681635,0.025260273921998293,0.022546457466966735,0.0338588863213799,0.013180650971681635,0.1609504078977026,0.16179929503002924,0.1908341064860026,0.06655450468338762,0.12864192873257949,0.06655450468338762,0.17473469782195553,0.012843713030802562
pid,true,spiral_orbit,pose,44,realistic,true,5.99074444890828,54.98204686425334,0.7413599441287358,0.02722304062410823,0.03635830528774235,0.010784774085453456,0.010194091000572525,0.029446167516717102,0.02298923844416499,0.037357487411029656,0.010194091000572525,0.15759968560673718,0.1585239859648639,0.12214625073273101,0.06973629909408087,0.12936620686706923,0.06973629909408087,0.19115565548114094,0.0037262760704450675
pid,true,spiral_orbit,pose,45,realistic,true,5.783549066187534,54.845669889800526,0.7456848231034866,0.01985847842013975,0.02730792796229388,0.025764878025261298,0.011236453169266395,0.023245479160887716,0.022552726259114152,0.0323879261938427,0.011236453169266395,0.1630086735653186,0.15073591162778988,0.19773370776371912,0.0734023401050007,0.12427685640649756,0.0734023401050007,0.16328840419463836,0.021694668035316056
pid,true,spiral_orbit,pose,46,realistic,true,6.006709834872699,53.967383731066924,0.746819226060598,0.021460654347755997,0.019813212017881613,0.02096133676292577,0.013294526166613498,0.021238396236115214,0.025898423250305978,0.03349325008914814,0.013294526166613498,0.1647715159169424,0.16263301040387582,0.1254800828027792,0.06559798176424422,0.13117042060719405,0.06559798176424422,0.1653666214579573,0.03691845726694431
