t,Xo,Yo,Vx,Vy,Vx_des,Vy_des
35.62,-2.669205345593075,0.42319304698665594,0.3050417677498251,-0.0757080578110627,0.3805750228301537,-0.10197477002679574
35.64,-2.663005389389735,0.4210957124305431,0.32422277970321367,-0.10420461049007154,0.40375032006321543,-0.10818457220474585
35.660000000000004,-2.6564362710322813,0.418631706580604,0.3441757527732772,-0.09615029603553957,0.42685447899972445,-0.11437531293358376
35.68,-2.6493842716434397,0.4164309101664769,0.37033377868066786,-0.09561812811751808,0.4497930739731908,-0.12052169093222867
35.7,-2.6419227799611504,0.41384133576284576,0.3889060765502771,-0.11405611299136065,0.4724727002665611,-0.1265986784821769
35.72,-2.63409467570217,0.4113517158783389,0.4082832529981358,-0.09868964790557276,0.4948015575118262,-0.1325816777489555
35.74,-2.625873801938645,0.4086677674050503,0.42798544563056024,-0.1269843301084434,0.5166900330897499,-0.13844667710360853
35.76,-2.61721104466191,0.4056693751479846,0.45082768288383507,-0.11680766200234002,0.5380512855294699,-0.14417040744414883
35.78,-2.608131862447936,0.4028229258728696,0.47028567332823273,-0.12733363593107994,0.5588018279082219,-0.1497304985170432
35.800000000000004,-2.598658599405319,0.39959036225759764,0.49255497053369446,-0.1341641109758271,0.5788621112509541,-0.1551056352386678
35.82,-2.5887999937688817,0.39660182788992565,0.5073262794949067,-0.12075622815948595,0.5981571079300128,-0.16027571401678276
35.84,-2.578658176133712,0.39340198416266003,0.5262051375203518,-0.1402693217395648,0.6166168950648249,-0.1652219990720061
35.86,-2.5680827111625586,0.39021032302898234,0.5451820521046936,-0.11959510991341932,0.6341772379215183,-0.16992727875927074
35.88,-2.557195724285959,0.3871222581493289,0.5575529756756514,-0.13687792762791987,0.6507801733126355,-0.17437602188930668
35.9,-2.5460255853308924,0.3837552308380351,0.5753279297210535,-0.13082513781232535,0.6663745929967501,-0.1785545340500972
35.92,-2.5345324676294476,0.38049749631613405,0.5884307917651597,-0.14153449614004643,0.6809168270781747,-0.18245111392835928
35.94,-2.5227850659625517,0.37678192520191595,0.6052350524658139,-0.15664080665468644,0.6943712274065864,-0.18605620963100225
35.96,-2.510748285396757,0.3732138970118242,0.6154564140417752,-0.14451866340593006,0.7067107509767262,-0.189362575006606
35.980000000000004,-2.4985159183257095,0.3694248208330227,0.6277747065701145,-0.1610586347926087,0.7179175433280343,-0.19236542596688228
36.0,-2.486021882319518,0.36571256129620017,0.6392393579581568,-0.14904379602941203,0.7279835219443249,-0.1950625968081463
36.02,-2.4733363628222715,0.3618408735958524,0.648752733556794,-0.16887082917485688,0.7369109596534631,-0.19745469653278902
36.04,-2.4604581906463565,0.3579403472320981,0.6571722735061359,-0.1461436140027119,0.7447130680270062,-0.19954526517074
36.06,-2.44743766443725,0.35428779468120486,0.6625688372802873,-0.15878397774214176,0.7514145807798891,-0.20134093010094184
36.08,-2.4342787012712717,0.350235431402559,0.6721975095634505,-0.16413939871149916,0.757052337170069,-0.20285156237281396
36.1,-2.4209535479189146,0.3464749596812183,0.6783307577896213,-0.15085050787927443,0.7616758653982081,-0.2040904330277263
36.12,-2.4075354403779192,0.3425352282067457,0.6824154746638651,-0.1659564864736042,0.7653479660073195,-0.20507436942046353
36.14,-2.3940402610376923,0.33868092583854537,0.6853635781211495,-0.15159567249593675,0.7681452952824529,-0.20582391154069948
36.160000000000004,-2.3805030799457865,0.33470008004310275,0.6875527136203731,-0.17818331508698582,0.7701589486503374,-0.20636346833446034
36.18,-2.3669683936114243,0.3304726287019098,0.6865117025472905,-0.1652101081779692,0.7714950440790567,-0.20672147402559657
36.2,-2.3533847293243575,0.3263959064765697,0.6911981229101106,-0.17726717953091822,0.7722753054777171,-0.2069305444372528
36.22,-2.3397441753335246,0.32220090233368426,0.6929118347213552,-0.16219315280251392,0.7726376460960972,-0.20702763331333277
36.24,-2.326063592199337,0.31818445579166627,0.694307492959348,-0.17529971130127234,0.7727367519243292,-0.20705418863997274
36.26,-2.3123720870489426,0.31398702324996275,0.6940460560294106,-0.16254502872246598,0.7727406698483269,-0.20705520317625534
36.28,-2.298686400022983,0.31003329559206083,0.6939226515424024,-0.17056592157158243,0.7727413707588586,-0.2070525873425394
36.300000000000004,-2.2850114827282537,0.3057340380106578,0.6935066288852937,-0.17692525900830294,0.772746069029295,-0.20703505315856316
36.32,-2.2713314405386478,0.3017085373757143,0.6938000881864719,-0.1627725411635661,0.7727610472239889,-0.20697915377495987
36.34,-2.257651139557138,0.29753337826460124,0.6941700471853105,-0.17609182948896432,0.7727949726897112,-0.20685254221321364
36.36,-2.2439676593171263,0.29352220916507865,0.6931222900471925,-0.1599087997666044,0.7728580428520828,-0.2066171611628011
36.38,-2.230287470455118,0.2893925968564695,0.6940910423414983,-0.18131659344721734,0.772960931021737,-0.20623317728615384
36.4,-2.2166058952068983,0.2852264211463987,0.6941706344186644,-0.15906520805913849,0.7731135999188538,-0.2056634092053787
36.42,-2.2029025259092245,0.28129774227812954,0.6945398842847706,-0.17045190761504161,0.7733240597878509,-0.20487796228132707
36.44,-2.189203508374851,0.27719038260172546,0.6942660540369399,-0.1592877699884147,0.7735971534205535,-0.20385876296885772
36.46,-2.1754972028478843,0.27338119341608624,0.6945473856218115,-0.16139557931179965,0.7739334513002591,-0.20260368219531819
36.480000000000004,-2.1618177870866875,0.2691992670065823,0.6920203046709946,-0.17728119096959066,0.7743283363189686,-0.201129951242347
36.5,-2.148147710558584,0.26520213840818735,0.6952109978869386,-0.15541246636736622,0.7747713492442883,-0.1994766044966443
36.52,-2.134405032863645,0.26120573667832553,0.6971824058157653,-0.1779242622325872,0.7752458536946089,-0.19770572977963002
36.54,-2.1206836839338705,0.25699835313600355,0.6952669634490296,-0.1628990077836566,0.7757290634120735,-0.19590236656334126
36.56,-2.1069338134296967,0.25307091217893946,0.697474577563473,-0.16738609891316059,0.776192455882821,-0.1941729623186665
36.58,-2.0931925871313233,0.24890749129872858,0.6962100797902635,-0.1676417340354176,0.7766025757746375,-0.19264237404521267
36.6,-2.079449069239025,0.24513486231963416,0.6956828141815599,-0.14872497734846943,0.7769222102810049,-0.19144948182759727
36.62,-2.0657027909553705,0.24123970883359142,0.697196658531644,-0.1644499304911659,0.777111897369853,-0.19074155997447653
36.64,-2.0519322982315242,0.2374929620007804,0.6974726202150303,-0.1400814874674097,0.7771317082280305,-0.1906676248452164
36.660000000000004,-2.038136106280864,0.23385770623938007,0.6984806043972731,-0.1583959162256932,0.7769432279076102,-0.19137104297725188
36.68,-2.024338578069872,0.2300236328823362,0.6987314820157892,-0.14550442875313016,0.7765116442505238,-0.1929817351132149
36.7,-2.0105324504791677,0.22634365515552426,0.6991670515264424,-0.16048776945855803,0.775807845373002,-0.19560834828243595
